FacilityReportID;ReportingYear;PollutantName;MTonnes;FacilityName;City;CountryName;latitude;longitude;NACEMainEconomicActivityName;TotalQuantity;UnitName
1386648;2007;Carbon monoxide (CO);0.000672;Industria Cementi Giovanni Rossi S.p.A. - Cementeria di Piacenza;PIACENZA;Italy;45.049722;9.718611;Manufacture of cement;672000;kilogram
1386653;2007;Carbon monoxide (CO);0.00118;Cementeria di Fanna;FANNA;Italy;46.176111;12.7425;Manufacture of cement;1180000;kilogram
1386658;2007;Carbon monoxide (CO);0.000926;COLACEM S.P.A. - CEMENTERIA DI RASSINA;CASTEL FOCOGNANO;Italy;43.658056;11.836667;Manufacture of cement;926000;kilogram
1386659;2007;Carbon monoxide (CO);0.00117;COLACEM S.P.A. - CEMENTERIA DI SESTO CAMPANO;SESTO CAMPANO;Italy;41.445556;14.065833;Manufacture of cement;1170000;kilogram
1386699;2007;Carbon monoxide (CO);0.00196;CABOT ITALIANA S.p.A;RAVENNA;Italy;44.45;12.25;Manufacture of other inorganic basic chemicals;1960000;kilogram
1386732;2007;Carbon monoxide (CO);0.000893;Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”;LA SPEZIA;Italy;44.111111;9.872222;Production of electricity;893000;kilogram
1386735;2007;Carbon monoxide (CO);0.000603;ISAB ENERGY Impianto IGCC;PRIOLO GARGALLO;Italy;37.129167;15.202222;Production of electricity;603000;kilogram
1386737;2007;Carbon monoxide (CO);0.000669;Laterizi Torres S.p.A.;PORTO TORRES;Italy;40.813889;8.353056;Manufacture of bricks, tiles and construction products, in baked clay;669000;kilogram
1386764;2007;Carbon monoxide (CO);0.000519;Cementeria di Cadola;PONTE NELLE ALPI;Italy;46.166667;12.3;Manufacture of cement;519000;kilogram
1386765;2007;Carbon monoxide (CO);0.0015;Cementeria di Vernasca;VERNASCA;Italy;44.766667;9.8;Manufacture of cement;1500000;kilogram
1386789;2007;Carbon monoxide (CO);0.00262;SGL Carbon S.p.A.;NARNI;Italy;42.5175;12.52;Manufacture of other electrical equipment;2620000;kilogram
1386807;2007;Carbon monoxide (CO);0.00155;HOLCIM (ITALIA) SPA unità produttiva di Ternate;COMABBIO;Italy;45.781389;8.68;Manufacture of cement;1550000;kilogram
1386918;2007;Carbon monoxide (CO);0.000944;RAFFINERIA DI GELA SPA;GELA;Italy;37.059167;14.266667;Manufacture of refined petroleum products;944000;kilogram
1386977;2008;Carbon monoxide (CO);0.00093;Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”;LA SPEZIA;Italy;44.111111;9.872222;Production of electricity;930000;kilogram
1387034;2008;Carbon monoxide (CO);0.00152;Industria Cementi Giovanni Rossi S.p.A. - Cementeria di Pederobba;PEDEROBBA;Italy;45.877778;11.966667;Manufacture of cement;1520000;kilogram
1387057;2008;Carbon monoxide (CO);0.00086;HOLCIM (ITALIA) SPA unità produttiva di Ternate;COMABBIO;Italy;45.781389;8.68;Manufacture of cement;860000;kilogram
1387118;2008;Carbon monoxide (CO);0.0017;Centrale Vado Ligure;QUILIANO;Italy;44.276667;8.430833;Production of electricity;1700000;kilogram
1387150;2008;Carbon monoxide (CO);0.000682;COLACEM S.P.A. - CEMENTERIA DI RASSINA;CASTEL FOCOGNANO;Italy;43.658056;11.836667;Manufacture of cement;682000;kilogram
1387151;2008;Carbon monoxide (CO);0.00063;COLACEM S.P.A. - CEMENTERIA DI CARAVATE;CARAVATE;Italy;45.887222;8.666389;Manufacture of cement;630000;kilogram
1387287;2008;Carbon monoxide (CO);0.000833;Stabilimento di Spoleto;SPOLETO;Italy;42.745278;12.677222;Manufacture of cement;833000;kilogram
1387288;2008;Carbon monoxide (CO);0.000599;COLACEM S.P.A. - CEMENTERIA DI GALATINA;GALATINA;Italy;40.167778;18.199722;Manufacture of cement;599000;kilogram
1387347;2008;Carbon monoxide (CO);0.00344;Cementeria di Castelraimondo;CASTELRAIMONDO;Italy;43.218611;13.084444;Manufacture of cement;3440000;kilogram
1387348;2008;Carbon monoxide (CO);0.000867;Cementeria di Cagnano Amiterno;CAGNANO AMITERNO;Italy;42.463611;13.258611;Manufacture of cement;867000;kilogram
1387388;2008;Carbon monoxide (CO);0.000792;Tampieri Energie srl;FAENZA;Italy;44.286389;11.869722;Production of electricity;792000;kilogram
1387397;2008;Carbon monoxide (CO);0.248;ILVA S.P.A. Stabilimento di Taranto;TARANTO;Italy;40.516667;17.2;Manufacture of basic iron and steel and of ferro-alloys;248000000;kilogram
1387500;2008;Carbon monoxide (CO);0.000756;Stabilimento di Caronno Pertusella;CARONNO PERTUSELLA;Italy;45.590278;9.038889;Manufacture of basic iron and steel and of ferro-alloys;756000;kilogram
1387526;2008;Carbon monoxide (CO);0.00105;Cementeria di Fanna;FANNA;Italy;46.176111;12.7425;Manufacture of cement;1050000;kilogram
1387586;2008;Carbon monoxide (CO);0.000543;FANTONI SPA - Divisione Pannelli;OSOPPO;Italy;46.2325;13.073889;Manufacture of veneer sheets and wood-based panels;543000;kilogram
1387610;2008;Carbon monoxide (CO);0.00141;COLACEM S.P.A. - CEMENTERIA DI SESTO CAMPANO;SESTO CAMPANO;Italy;41.445556;14.065833;Manufacture of cement;1410000;kilogram
1387635;2008;Carbon monoxide (CO);0.000549;Zuccherificio di Pontelongo (società ITALIA ZUCCHERI S.p.A.);PONTELONGO;Italy;45.246944;12.030556;Manufacture of sugar;549000;kilogram
1387678;2008;Carbon monoxide (CO);0.000556;CEMENTERIA DI MONSELICE S.P.A.;MONSELICE;Italy;45.253528;11.751814;Manufacture of cement;556000;kilogram
1387683;2008;Carbon monoxide (CO);0.00116;CEMENTERIA DI BARLETTA;BARLETTA;Italy;41.283333;16.283333;Manufacture of cement;1160000;kilogram
1387926;2008;Carbon monoxide (CO);0.00111;O.R.I. MARTIN S.P.A.;BRESCIA;Italy;45.533333;10.226944;Manufacture of basic iron and steel and of ferro-alloys;1110000;kilogram
1387948;2008;Carbon monoxide (CO);0.0013;Saras Raffinerie Sarde S.P.A.;SARROCH;Italy;39.077778;9.018889;Manufacture of refined petroleum products;1300000;kilogram
1387981;2008;Carbon monoxide (CO);0.0006;COLATA CONTINUA ITALIANA S.p.A.;PIZZIGHETTONE;Italy;45.192222;9.806111;Casting of other non-ferrous metals;600000;kilogram
1388088;2008;Carbon monoxide (CO);0.000919;Lucchini S.p.A. - Stabilimento di Piombino;PIOMBINO;Italy;42.933333;10.533333;Manufacture of basic iron and steel and of ferro-alloys;919000;kilogram
1388146;2008;Carbon monoxide (CO);0.000725;ITALCEMNTI di Calusco d'Adda;CALUSCO D'ADDA;Italy;45.683333;9.466667;Manufacture of cement;725000;kilogram
1388148;2008;Carbon monoxide (CO);0.00231;Cementeria di Colleferro;COLLEFERRO;Italy;41.733333;13;Manufacture of cement;2310000;kilogram
1388232;2008;Carbon monoxide (CO);0.00124;RAFFINERIA DI GELA SPA;GELA;Italy;37.059167;14.266667;Manufacture of refined petroleum products;1240000;kilogram
1388255;2008;Carbon monoxide (CO);0.00707;Stabilimento di Scanzorosciate;SCANZOROSCIATE;Italy;45.713611;9.766667;Manufacture of other organic basic chemicals;7070000;kilogram
1388358;2008;Carbon monoxide (CO);0.000763;ALFA ACCIAI SPA;BRESCIA;Italy;45.533333;10.226944;Manufacture of basic iron and steel and of ferro-alloys;763000;kilogram
1388377;2008;Carbon monoxide (CO);0.000628;STEFANA  S.P.A.  STABILIMENTO  DI  OSPITALETTO;OSPITALETTO;Italy;45.544444;10.068333;Manufacture of basic iron and steel and of ferro-alloys;628000;kilogram
1388378;2008;Carbon monoxide (CO);0.000668;STEFANA  S.p.A. -  STABILIMENTO DI MONTIRONE;MONTIRONE;Italy;45.45;10.2;Manufacture of basic iron and steel and of ferro-alloys;668000;kilogram
1388381;2008;Carbon monoxide (CO);0.00173;Feralpi Siderurgica S.p.A.;LONATO;Italy;45.4625;10.459167;Manufacture of basic iron and steel and of ferro-alloys;1730000;kilogram
1388474;2008;Carbon monoxide (CO);0.000864;Evonik Degussa Italia S.p.A.;RAVENNA;Italy;44.433333;12.233333;Manufacture of other inorganic basic chemicals;864000;kilogram
1388587;2008;Carbon monoxide (CO);0.00139;CEMENTERIA DI GUIDONIA;GUIDONIA MONTECELIO;Italy;42;12.716667;Manufacture of cement;1390000;kilogram
1388588;2008;Carbon monoxide (CO);0.000714;Cementeria di Robilante;ROBILANTE;Italy;44.283333;7.5;Manufacture of cement;714000;kilogram
1388595;2008;Carbon monoxide (CO);0.000779;CENTRALI TERMOELETTRICHE DI TARANTO;TARANTO;Italy;40.510833;17.215278;Production of electricity;779000;kilogram
1388617;2008;Carbon monoxide (CO);0.000837;Cementeria di Salerno;SALERNO;Italy;40.65;14.866667;Manufacture of cement;837000;kilogram
1388618;2008;Carbon monoxide (CO);0.000783;Cementeria di Samatzai;SAMATZAI;Italy;39.484444;9.044167;Manufacture of cement;783000;kilogram
1388657;2008;Carbon monoxide (CO);0.00335;CENTRALE TERMOELETTRICA Federico II   (BR  SUD);BRINDISI;Italy;40.563889;18.032222;Production of electricity;3350000;kilogram
1388676;2008;Carbon monoxide (CO);0.00168;ACCIAIERIE DI CALVISANO SPA;CALVISANO;Italy;45.333333;10.333333;Manufacture of basic iron and steel and of ferro-alloys;1680000;kilogram
1388855;2008;Carbon monoxide (CO);0.0195;Alcoa Trasformazioni S.r.l - Stabilimento di Portovesme;PORTOSCUSO;Italy;39.196208;8.397467;Aluminium production;19500000;kilogram
1388936;2008;Carbon monoxide (CO);0.000607;Raffineria di Milazzo;MILAZZO;Italy;38.2;15.266667;Manufacture of refined petroleum products;607000;kilogram
1388999;2008;Carbon monoxide (CO);0.004;SGL Carbon S.p.A.;NARNI;Italy;42.5175;12.52;Manufacture of other electrical equipment;4000000;kilogram
1389000;2008;Carbon monoxide (CO);0.00309;THYSSENKRUPP ACCIAI SPECIALI TERNI S.P.A. - stabilimento di TERNI;TERNI;Italy;42.566667;12.666667;Manufacture of basic iron and steel and of ferro-alloys;3090000;kilogram
1389033;2008;Carbon monoxide (CO);0.00556;Alcoa Trasformazioni s.r.l. stabilimento di Fusina (VE);VENEZIA;Italy;45.416667;12.240556;Aluminium production;5560000;kilogram
1389048;2008;Carbon monoxide (CO);0.00112;AFV ACCIAIERIE BELTRAME SPA;SAN DIDERO;Italy;45.13;7.209167;Manufacture of basic iron and steel and of ferro-alloys;1120000;kilogram
1389090;2008;Carbon monoxide (CO);0.000685;Enel Produzione SpA – Centrale Sulcis (Grazia Deledda);PORTOSCUSO;Italy;39.195278;8.4;Production of electricity;685000;kilogram
1389170;2008;Carbon monoxide (CO);0.000881;COLACEM S.P.A. - CEMENTERIA DI RAGUSA;RAGUSA;Italy;36.903056;14.725278;Manufacture of cement;881000;kilogram
1389191;2008;Carbon monoxide (CO);0.00116;RAFFINERIA DI SANNAZZARO DE' BURGONDI;SANNAZZARO DE' BURGONDI;Italy;45.1;8.891944;Manufacture of refined petroleum products;1160000;kilogram
1389206;2008;Carbon monoxide (CO);0.00169;CABOT ITALIANA S.p.A;RAVENNA;Italy;44.45;12.25;Manufacture of other inorganic basic chemicals;1690000;kilogram
1389240;2008;Carbon monoxide (CO);0.00101;CEMENTERIA DI AUGUSTA;AUGUSTA;Italy;37.272222;15.148056;Manufacture of cement;1010000;kilogram
1389242;2008;Carbon monoxide (CO);0.00103;Cementeria di Vernasca;VERNASCA;Italy;44.766667;9.8;Manufacture of cement;1030000;kilogram
1389351;2008;Carbon monoxide (CO);0.000521;CENTRALE TERMOELETTICA DI SAN FILIPPO DEL MELA;SAN FILIPPO DEL MELA;Italy;38.184171;15.277686;Production of electricity;521000;kilogram
1389360;2008;Carbon monoxide (CO);0.00291;LUCCHINI S.P.A. - Stabilimento di Trieste;TRIESTE;Italy;45.617222;13.766944;Manufacture of basic iron and steel and of ferro-alloys;2910000;kilogram
1389496;2008;Carbon monoxide (CO);0.00151;ITALGHISA SPA;BAGNOLO MELLA;Italy;45.426389;10.183333;Manufacture of basic iron and steel and of ferro-alloys;1510000;kilogram
1389561;2008;Carbon monoxide (CO);0.000508;CENTRALE TERMOELETTRICA DI MONFALCONE;MONFALCONE;Italy;45.796944;13.545556;Production of electricity;508000;kilogram
1389572;2008;Carbon monoxide (CO);0.0208;SOLVAY CHIMICA ITALIA S.p.A.  ROSIGNANO;ROSIGNANO MARITTIMO;Italy;43.408889;10.473889;Manufacture of other inorganic basic chemicals;20800000;kilogram
1389665;2009;Carbon monoxide (CO);0.000504;ITALCEMENTI di Matera;MATERA;Italy;40.666667;16.65;Manufacture of cement;504000;kilogram
1389673;2009;Carbon monoxide (CO);0.000757;CEMENTERIA DI GUIDONIA;GUIDONIA MONTECELIO;Italy;42;12.716667;Manufacture of cement;757000;kilogram
1389674;2009;Carbon monoxide (CO);0.000568;Cementeria di Robilante;ROBILANTE;Italy;44.283333;7.5;Manufacture of cement;568000;kilogram
1389754;2009;Carbon monoxide (CO);0.000875;CEMENTERIA DI BARLETTA;BARLETTA;Italy;41.283333;16.283333;Manufacture of cement;875000;kilogram
1389755;2009;Carbon monoxide (CO);0.000927;Cementeria di Vernasca;VERNASCA;Italy;44.766667;9.8;Manufacture of cement;927000;kilogram
1389784;2009;Carbon monoxide (CO);0.000556;CEMENTERIA DI AUGUSTA;AUGUSTA;Italy;37.194444;15.180556;Manufacture of cement;556000;kilogram
1389844;2009;Carbon monoxide (CO);0.000728;ITALCEMNTI di Calusco d'Adda;CALUSCO D'ADDA;Italy;45.683333;9.466667;Manufacture of cement;728000;kilogram
1389845;2009;Carbon monoxide (CO);0.00168;Cementeria di Colleferro;COLLEFERRO;Italy;41.733333;13;Manufacture of cement;1680000;kilogram
1389914;2009;Carbon monoxide (CO);0.000996;ACCIAIERIE DI CALVISANO SPA;CALVISANO;Italy;45.333333;10.333333;Manufacture of basic iron and steel and of ferro-alloys;996000;kilogram
1389926;2009;Carbon monoxide (CO);0.0024;CENTRALE TERMOELETTRICA Federico II   (BR  SUD);BRINDISI;Italy;40.563889;18.032222;Production of electricity;2400000;kilogram
1389951;2009;Carbon monoxide (CO);0.00053;STEFANA - S.P.A. STABILIMENTO DI MONTIRONE;MONTIRONE;Italy;45.45;10.2;Manufacture of basic iron and steel and of ferro-alloys;530000;kilogram
1389991;2009;Carbon monoxide (CO);0.000688;CEMENTIR ITALIA s.r.l.;MADDALONI;Italy;41.050556;14.378333;Manufacture of cement;688000;kilogram
1390051;2009;Carbon monoxide (CO);0.000665;Saras Raffinerie Sarde S.P.A.;SARROCH;Italy;39.077778;9.018889;Manufacture of refined petroleum products;665000;kilogram
1390163;2009;Carbon monoxide (CO);0.000532;Unità Produttiva di Merone;MERONE;Italy;45.780833;9.240556;Manufacture of cement;532000;kilogram
1390178;2009;Carbon monoxide (CO);0.0115;SOLVAY CHIMICA ITALIA S.p.A.  ROSIGNANO;ROSIGNANO MARITTIMO;Italy;43.408889;10.473889;Manufacture of other inorganic basic chemicals;11500000;kilogram
1390355;2009;Carbon monoxide (CO);0.000955;Stabilimento di Spoleto;SPOLETO;Italy;42.745278;12.677222;Manufacture of cement;955000;kilogram
1390358;2009;Carbon monoxide (CO);0.000912;COLACEM S.P.A. - CEMENTERIA DI SESTO CAMPANO;SESTO CAMPANO;Italy;41.445556;14.065833;Manufacture of cement;912000;kilogram
1390395;2009;Carbon monoxide (CO);0.000865;Tampieri Energie srl;FAENZA;Italy;44.286389;11.869722;Production of electricity;865000;kilogram
1390413;2009;Carbon monoxide (CO);0.000766;Cementeria di Cagnano Amiterno;CAGNANO AMITERNO;Italy;42.463611;13.258611;Manufacture of cement;766000;kilogram
1390467;2009;Carbon monoxide (CO);0.000642;HOLCIM (ITALIA) SPA unità produttiva di Ternate;COMABBIO;Italy;45.781389;8.68;Manufacture of cement;642000;kilogram
1390496;2009;Carbon monoxide (CO);0.000831;AFV ACCIAIERIE BELTRAME SPA;SAN DIDERO;Italy;45.13;7.209167;Manufacture of basic iron and steel and of ferro-alloys;831000;kilogram
1390524;2009;Carbon monoxide (CO);0.00094;Lucchini S.p.A. - Stabilimento di Piombino;PIOMBINO;Italy;42.933333;10.533333;Manufacture of basic iron and steel and of ferro-alloys;940000;kilogram
1390559;2009;Carbon monoxide (CO);0.00126;RAFFINERIA DI GELA;GELA;Italy;37.059167;14.266667;Manufacture of refined petroleum products;1260000;kilogram
1390667;2009;Carbon monoxide (CO);0.000657;Cementeria di Salerno;SALERNO;Italy;40.65;14.866667;Manufacture of cement;657000;kilogram
1390687;2009;Carbon monoxide (CO);0.000562;Raffineria di Milazzo S.C.p.A.;MILAZZO;Italy;38.2;15.266667;Manufacture of refined petroleum products;562000;kilogram
1390730;2009;Carbon monoxide (CO);0.00141;Evonik Degussa Italia S.p.A.;RAVENNA;Italy;44.433333;12.233333;Manufacture of other inorganic basic chemicals;1410000;kilogram
1390932;2009;Carbon monoxide (CO);0.000838;Cementeria di Fanna;FANNA;Italy;46.176111;12.7425;Manufacture of cement;838000;kilogram
1390972;2009;Carbon monoxide (CO);0.00135;CABOT ITALIANA S.p.A;RAVENNA;Italy;44.45;12.25;Manufacture of other inorganic basic chemicals;1350000;kilogram
1391006;2009;Carbon monoxide (CO);0.00134;Centrale Vado Ligure;QUILIANO;Italy;44.276822;8.434319;Production of electricity;1340000;kilogram
1391030;2009;Carbon monoxide (CO);0.00262;THYSSENKRUPP ACCIAI SPECIALI TERNI S.P.A. - stabilimento di TERNI;TERNI;Italy;42.566667;12.666667;Manufacture of basic iron and steel and of ferro-alloys;2620000;kilogram
1391042;2009;Carbon monoxide (CO);0.000543;FANTONI SPA - Divisione Pannelli;OSOPPO;Italy;46.2325;13.073889;Manufacture of veneer sheets and wood-based panels;543000;kilogram
1391106;2009;Carbon monoxide (CO);0.000736;COLACEM S.P.A. - CEMENTERIA DI RAGUSA;RAGUSA;Italy;36.903056;14.725278;Manufacture of cement;736000;kilogram
1391107;2009;Carbon monoxide (CO);0.000509;COLACEM S.P.A. - CEMENTERIA DI GALATINA;GALATINA;Italy;40.167778;18.199722;Manufacture of cement;509000;kilogram
1391145;2009;Carbon monoxide (CO);0.000723;Enel Produzione SpA – Centrale Sulcis (Grazia Deledda);PORTOSCUSO;Italy;39.195278;8.4;Production of electricity;723000;kilogram
1391159;2009;Carbon monoxide (CO);0.00137;RAFFINERIA DI SANNAZZARO DE' BURGONDI;SANNAZZARO DE' BURGONDI;Italy;45.099444;8.891389;Manufacture of refined petroleum products;1370000;kilogram
1391185;2009;Carbon monoxide (CO);0.000503;Centro olio TRECATE;TRECATE;Italy;45.432222;8.783611;Extraction of crude petroleum;503000;kilogram
1391216;2009;Carbon monoxide (CO);0.000652;Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”;LA SPEZIA;Italy;44.111111;9.872222;Production of electricity;652000;kilogram
1391222;2009;Carbon monoxide (CO);0.106;ILVA S.P.A. Stabilimento di Taranto;TARANTO;Italy;40.516667;17.2;Manufacture of basic iron and steel and of ferro-alloys;106000000;kilogram
1391814;2009;Carbon monoxide (CO);0.000799;ALFA ACCIAI SPA;BRESCIA;Italy;45.533333;10.226944;Manufacture of basic iron and steel and of ferro-alloys;799000;kilogram
1391820;2009;Carbon monoxide (CO);0.000679;O.R.I. MARTIN S.P.A.;BRESCIA;Italy;45.533333;10.226944;Manufacture of basic iron and steel and of ferro-alloys;679000;kilogram
1391835;2009;Carbon monoxide (CO);0.000822;ITALGHISA SPA;BAGNOLO MELLA;Italy;45.426389;10.183333;Manufacture of basic iron and steel and of ferro-alloys;822000;kilogram
1391840;2009;Carbon monoxide (CO);0.000704;Feralpi Siderurgica S.p.A.;LONATO;Italy;45.4625;10.459167;Manufacture of basic iron and steel and of ferro-alloys;704000;kilogram
1391842;2009;Carbon monoxide (CO);0.0175;Alcoa Trasformazioni S.r.l - Stabilimento di Portovesme;PORTOSCUSO;Italy;39.196208;8.397467;Aluminium production;17500000;kilogram
1391871;2009;Carbon monoxide (CO);0.00055;COLATA CONTINUA ITALIANA S.p.A.;PIZZIGHETTONE;Italy;45.192222;9.806111;Casting of other non-ferrous metals;550000;kilogram
1392008;2009;Carbon monoxide (CO);0.000768;COLACEM S.P.A. - CEMENTERIA DI CARAVATE;CARAVATE;Italy;45.887222;8.666389;Manufacture of cement;768000;kilogram
1392103;2009;Carbon monoxide (CO);0.000891;SGL Carbon S.p.A.;NARNI;Italy;42.5175;12.52;Manufacture of other electrical equipment;891000;kilogram
1392133;2009;Carbon monoxide (CO);0.00468;Alcoa Trasformazioni s.r.l. stabilimento di Fusina (VE);VENEZIA;Italy;45.416667;12.240556;Aluminium production;4680000;kilogram
1392218;2009;Carbon monoxide (CO);0.00148;LUCCHINI S.P.A. - Stabilimento di Trieste;TRIESTE;Italy;45.617222;13.766944;Manufacture of basic iron and steel and of ferro-alloys;1480000;kilogram
1392234;2009;Carbon monoxide (CO);0.00771;Stabilimento di Scanzorosciate;SCANZOROSCIATE;Italy;45.713611;9.766667;Manufacture of other organic basic chemicals;7710000;kilogram
1392406;2010;Carbon monoxide (CO);0.00101;RAFFINERIA DI SANNAZZARO DE' BURGONDI;SANNAZZARO DE' BURGONDI;Italy;45.099444;8.891389;Manufacture of refined petroleum products;1010000;kilogram
1392498;2010;Carbon monoxide (CO);0.00196;Tampieri Energie srl;FAENZA;Italy;44.286389;11.869722;Production of electricity;1960000;kilogram
1392527;2010;Carbon monoxide (CO);0.000584;Raffineria ISAB Impianti SUD;PRIOLO GARGALLO;Italy;37.135556;15.219444;Manufacture of refined petroleum products;584000;kilogram
1392528;2010;Carbon monoxide (CO);0.00128;Centrale Vado Ligure;QUILIANO;Italy;44.276667;8.430833;Production of electricity;1280000;kilogram
1392563;2010;Carbon monoxide (CO);0.000817;Enel Produzione SpA - Centrale di Torrevaldaliga Nord;CIVITAVECCHIA;Italy;42.128333;11.757778;Production of electricity;817000;kilogram
1392572;2010;Carbon monoxide (CO);0.000856;Enel Produzione S.p.A. Centrale della Spezia “Eugenio Montale”;LA SPEZIA;Italy;44.111111;9.872222;Production of electricity;856000;kilogram
1392579;2010;Carbon monoxide (CO);0.172;ILVA S.P.A. Stabilimento di Taranto;TARANTO;Italy;40.516667;17.2;Manufacture of basic iron and steel and of ferro-alloys;172000000;kilogram
1392607;2010;Carbon monoxide (CO);0.000847;Stabilimento di Taranto;TARANTO;Italy;40.486111;17.203056;Manufacture of cement;847000;kilogram
1392629;2010;Carbon monoxide (CO);0.00176;SGL Carbon S.p.A.;NARNI;Italy;42.5175;12.52;Manufacture of other electrical equipment;1760000;kilogram
1392630;2010;Carbon monoxide (CO);0.00325;THYSSENKRUPP ACCIAI SPECIALI TERNI S.P.A. - stabilimento di TERNI;TERNI;Italy;42.566667;12.666667;Manufacture of basic iron and steel and of ferro-alloys;3250000;kilogram
1392659;2010;Carbon monoxide (CO);0.000543;FANTONI SPA - Divisione Pannelli e Colla;OSOPPO;Italy;46.2325;13.073889;Manufacture of veneer sheets and wood-based panels;543000;kilogram
1392710;2010;Carbon monoxide (CO);0.00252;Alcoa Trasformazioni s.r.l. stabilimento di Fusina (VE);VENEZIA;Italy;45.416667;12.240556;Aluminium production;2520000;kilogram
1392718;2010;Carbon monoxide (CO);0.000754;HOLCIM (ITALIA) SPA unità produttiva di Ternate;COMABBIO;Italy;45.781389;8.68;Manufacture of cement;754000;kilogram
1392738;2010;Carbon monoxide (CO);0.00154;AFV ACCIAIERIE BELTRAME SPA - STABILIMENTO DI VICENZA;VICENZA;Italy;45.519444;11.508333;Manufacture of basic iron and steel and of ferro-alloys;1540000;kilogram
1392766;2010;Carbon monoxide (CO);0.000796;Riva Acciaio S.p.A. Stabilimento di Verona;VERONA;Italy;45.433333;11;Manufacture of basic iron and steel and of ferro-alloys;796000;kilogram
1392837;2010;Carbon monoxide (CO);0.000639;Cementeria di Robilante;ROBILANTE;Italy;44.283333;7.5;Manufacture of cement;639000;kilogram
1392840;2010;Carbon monoxide (CO);0.00125;Cementeria di Vernasca;VERNASCA;Italy;44.766667;9.8;Manufacture of cement;1250000;kilogram
1392841;2010;Carbon monoxide (CO);0.000502;CENTRALI TERMOELETTRICHE DI TARANTO;TARANTO;Italy;40.510833;17.215278;Production of electricity;502000;kilogram
1393199;2010;Carbon monoxide (CO);0.00113;CEMENTERIA DI BARLETTA;BARLETTA;Italy;41.283333;16.283333;Manufacture of cement;1130000;kilogram
1393211;2010;Carbon monoxide (CO);0.000935;CABOT ITALIANA S.p.A;RAVENNA;Italy;44.45;12.25;Manufacture of other inorganic basic chemicals;935000;kilogram
1393236;2010;Carbon monoxide (CO);0.000786;COLACEM S.P.A. - CEMENTERIA DI RAGUSA;RAGUSA;Italy;36.903056;14.725278;Manufacture of cement;786000;kilogram
1393237;2010;Carbon monoxide (CO);0.00161;COLACEM S.P.A. - CEMENTERIA DI GALATINA;GALATINA;Italy;40.167778;18.199722;Manufacture of cement;1610000;kilogram
1393252;2010;Carbon monoxide (CO);0.00221;RAFFINERIA DI GELA;GELA;Italy;37.059167;14.266667;Manufacture of refined petroleum products;2210000;kilogram
1393274;2010;Carbon monoxide (CO);0.00573;LUCCHINI S.P.A. - Stabilimento di Trieste;TRIESTE;Italy;45.617222;13.766944;Manufacture of basic iron and steel and of ferro-alloys;5730000;kilogram
1393291;2010;Carbon monoxide (CO);0.00714;Stabilimento di Scanzorosciate;SCANZOROSCIATE;Italy;45.713611;9.766667;Manufacture of other organic basic chemicals;7140000;kilogram
1393334;2010;Carbon monoxide (CO);0.00177;CENTRALE TERMOELETTRICA Federico II   (BR  SUD);BRINDISI;Italy;40.563889;18.032222;Production of electricity;1770000;kilogram
1393415;2010;Carbon monoxide (CO);0.000649;Cementeria di Salerno;SALERNO;Italy;40.65;14.866667;Manufacture of cement;649000;kilogram
1393431;2010;Carbon monoxide (CO);0.00119;ALFA ACCIAI SPA;BRESCIA;Italy;45.533333;10.226944;Manufacture of basic iron and steel and of ferro-alloys;1190000;kilogram
1393451;2010;Carbon monoxide (CO);0.000567;STEFANA - S.P.A. STABILIMENTO DI OSPITALETTO;OSPITALETTO;Italy;45.544444;10.068333;Manufacture of basic iron and steel and of ferro-alloys;567000;kilogram
1393460;2010;Carbon monoxide (CO);0.000831;CEMENTIR ITALIA s.r.l.;MADDALONI;Italy;41.050556;14.378333;Manufacture of cement;831000;kilogram
1393507;2010;Carbon monoxide (CO);0.00111;ENEL PRODUZIONE SPA - CENTRALE DI LA CASELLA;CASTEL SAN GIOVANNI;Italy;45.09;9.48;Production of electricity;1110000;kilogram
1393512;2010;Carbon monoxide (CO);0.000934;CENTRALE A CICLO COMBINATO DI PORTO CORSINI;RAVENNA;Italy;44.484444;12.266111;Production of electricity;934000;kilogram
1393558;2010;Carbon monoxide (CO);0.000909;Lucchini S.p.A. - Stabilimento di Piombino;PIOMBINO;Italy;42.933333;10.533333;Manufacture of basic iron and steel and of ferro-alloys;909000;kilogram
1393563;2010;Carbon monoxide (CO);0.000804;Ferriere Nord Spa Stabilimento Siderpotenza;POTENZA;Italy;40.635;15.813611;Manufacture of basic iron and steel and of ferro-alloys;804000;kilogram
1393597;2010;Carbon monoxide (CO);0.0124;SOLVAY CHIMICA ITALIA S.p.A.  ROSIGNANO;ROSIGNANO MARITTIMO;Italy;43.408889;10.473889;Manufacture of other inorganic basic chemicals;12400000;kilogram
1393873;2010;Carbon monoxide (CO);0.000622;CENTRALE TERMOELETTRICA DI OSTIGLIA;OSTIGLIA;Italy;45.053333;11.138889;Production of electricity;622000;kilogram
1393916;2010;Carbon monoxide (CO);0.000645;Acciaierie Venete S.p.A. stabilimento di Riviera Francia;PADOVA;Italy;45.383333;11.95;Manufacture of basic iron and steel and of ferro-alloys;645000;kilogram
